001	651.txt:2;868.txt:2;344.txt:2;764.txt:2;1177.txt:2;511.txt:2;1023.txt:2;965.txt:2;515.txt:2;1163.txt:2;1397.txt:2;1284.txt:2;445.txt:2;1090.txt:2;229.txt:2;867.txt:2;320.txt:2;1034.txt:2;323.txt:2;43.txt:2;
0	43.txt:11;
001	195.txt:2;
0	195.txt:11;
001	1259.txt:2;310.txt:2;679.txt:2;803.txt:2;866.txt:2;935.txt:2;336.txt:2;1011.txt:2;448.txt:2;948.txt:2;1078.txt:2;643.txt:2;860.txt:2;1039.txt:2;941.txt:2;1415.txt:2;1021.txt:2;480.txt:2;1132.txt:2;1081.txt:2;840.txt:2;550.txt:2;397.txt:2;1283.txt:2;79.txt:2;1337.txt:2;1223.txt:2;1344.txt:2;1422.txt:2;155.txt:2;1043.txt:2;499.txt:2;593.txt:2;631.txt:2;22.txt:2;
0	22.txt:11;
001	781.txt:2;1151.txt:2;744.txt:2;669.txt:2;1327.txt:2;367.txt:2;1080.txt:2;879.txt:2;687.txt:2;329.txt:2;989.txt:2;1014.txt:2;424.txt:2;178.txt:2;522.txt:2;369.txt:2;1022.txt:2;1269.txt:2;1076.txt:2;
00	1076.txt:1;
001	349.txt:2;1247.txt:2;678.txt:2;1303.txt:2;92.txt:2;939.txt:2;1130.txt:2;365.txt:2;1371.txt:2;1320.txt:2;1235.txt:2;50.txt:2;773.txt:2;855.txt:2;453.txt:2;288.txt:2;
0	288.txt:11;
001	366.txt:2;954.txt:2;60.txt:2;
0	60.txt:11;
